county,date,retailandrec,groceryandpharm,parks,transit,work,residential,confirmed_cases,deaths,new_confirmed_cases,new_deaths
Inyo,2020-04-27,,,-26.0,,-36.0,,19,1,0.0,0.0
Inyo,2020-04-28,,,-26.0,,-37.0,,19,1,0.0,0.0
Inyo,2020-04-29,,,-31.0,,-39.0,,19,1,0.0,0.0
Inyo,2020-04-30,,,-35.0,,-39.0,,19,1,0.0,0.0
Inyo,2020-05-01,,,-40.0,,-40.0,,19,1,0.0,0.0
Inyo,2020-05-02,,,-46.0,,-33.0,,19,1,0.0,0.0
Inyo,2020-05-03,,,-32.0,,-32.0,,19,1,0.0,0.0
Inyo,2020-05-04,,,-34.0,,-38.0,,19,1,0.0,0.0
Inyo,2020-05-05,,,-28.0,,-36.0,,19,1,0.0,0.0
Inyo,2020-05-06,,,-30.0,,-41.0,,19,1,0.0,0.0
Inyo,2020-05-07,,,-30.0,,-41.0,,19,1,0.0,0.0
Inyo,2020-05-08,,,-34.0,,-38.0,,19,1,0.0,0.0
Inyo,2020-05-09,,,-45.0,,-34.0,,19,1,0.0,0.0
Inyo,2020-05-10,,,-30.0,,-26.0,,19,1,0.0,0.0
Inyo,2020-05-11,,,-34.0,,-33.0,,19,1,0.0,0.0
Inyo,2020-05-12,,,-26.0,,-34.0,,19,1,0.0,0.0
Inyo,2020-05-13,,,-26.0,,-36.0,,19,1,0.0,0.0
Inyo,2020-05-14,-41.0,,-28.0,,-38.0,,19,1,0.0,0.0
Inyo,2020-05-15,-44.0,,-23.0,,-37.0,,19,1,0.0,0.0
Inyo,2020-05-16,-43.0,,-33.0,,-29.0,,19,1,0.0,0.0
Inyo,2020-05-17,-50.0,,-23.0,,-34.0,,19,1,0.0,0.0
Inyo,2020-05-18,-39.0,,-31.0,,-31.0,,19,1,0.0,0.0
Inyo,2020-05-19,-32.0,,-35.0,,-27.0,,19,1,0.0,0.0
Inyo,2020-05-20,-30.0,,-16.0,,-32.0,,19,1,0.0,0.0
Inyo,2020-05-21,-29.0,,-20.0,,-32.0,,19,1,0.0,0.0
Inyo,2020-05-22,-30.0,,-15.0,,-34.0,,19,1,0.0,0.0
Inyo,2020-05-23,-22.0,,-5.0,,-23.0,,19,1,0.0,0.0
Inyo,2020-05-24,-35.0,,33.0,,-31.0,,19,1,0.0,0.0
Inyo,2020-05-25,-27.0,,18.0,,-62.0,,19,1,0.0,0.0
Inyo,2020-05-26,-27.0,,-24.0,,-30.0,,19,1,0.0,0.0
Inyo,2020-05-27,-29.0,,-13.0,,-35.0,,19,1,0.0,0.0
Inyo,2020-05-28,-28.0,,-21.0,,-31.0,,19,1,0.0,0.0
Inyo,2020-05-29,-36.0,,-24.0,,-30.0,,20,1,1.0,0.0
Inyo,2020-05-30,-28.0,,-28.0,,-24.0,,20,1,0.0,0.0
Inyo,2020-05-31,-40.0,,-1.0,,-24.0,,20,1,0.0,0.0
Inyo,2020-06-01,-23.0,,-4.0,,-29.0,,20,1,0.0,0.0
Inyo,2020-06-02,-15.0,,1.0,,-28.0,,20,1,0.0,0.0
Inyo,2020-06-03,-16.0,,10.0,,-28.0,,20,1,0.0,0.0
Inyo,2020-06-04,-14.0,,9.0,,-28.0,,20,1,0.0,0.0
Inyo,2020-06-05,-16.0,,8.0,,-29.0,,20,1,0.0,0.0
Inyo,2020-06-06,-14.0,,0.0,,-22.0,,22,1,2.0,0.0
Inyo,2020-06-07,-17.0,,14.0,,-19.0,,22,1,0.0,0.0
Inyo,2020-06-08,-14.0,,9.0,,-24.0,,22,1,0.0,0.0
Inyo,2020-06-09,-4.0,,6.0,,-28.0,,22,1,0.0,0.0
Inyo,2020-06-10,-4.0,,6.0,,-30.0,,22,1,0.0,0.0
Inyo,2020-06-11,-2.0,,13.0,,-27.0,,22,1,0.0,0.0
Inyo,2020-06-12,-4.0,,31.0,,-29.0,,22,1,0.0,0.0
Inyo,2020-06-13,0.0,,25.0,,-22.0,,22,1,0.0,0.0
Inyo,2020-06-14,-7.0,,48.0,,-20.0,,22,1,0.0,0.0
Inyo,2020-06-15,-5.0,,36.0,,-29.0,,24,1,2.0,0.0
Inyo,2020-06-16,-2.0,,28.0,,-25.0,,24,1,0.0,0.0
Inyo,2020-06-17,0.0,,40.0,,-29.0,,24,1,0.0,0.0
Inyo,2020-06-18,8.0,,46.0,,-28.0,,24,1,0.0,0.0
Inyo,2020-06-19,6.0,,62.0,,-32.0,,24,1,0.0,0.0
Inyo,2020-06-20,11.0,,47.0,,-15.0,,24,1,0.0,0.0
Inyo,2020-06-21,2.0,,64.0,,-24.0,,25,1,1.0,0.0
Inyo,2020-06-22,9.0,,52.0,,-30.0,,27,1,2.0,0.0
Inyo,2020-06-23,7.0,,36.0,,-27.0,,27,1,0.0,0.0
Inyo,2020-06-24,8.0,,48.0,,-32.0,,27,1,0.0,0.0
Inyo,2020-06-25,13.0,,42.0,,-31.0,,27,1,0.0,0.0
Inyo,2020-06-26,7.0,,55.0,,-33.0,,27,1,0.0,0.0
Inyo,2020-06-27,3.0,,41.0,,-19.0,,30,1,3.0,0.0
Inyo,2020-06-28,13.0,,49.0,,-18.0,,30,1,0.0,0.0
Inyo,2020-06-29,6.0,,59.0,,-31.0,,31,1,1.0,0.0
Inyo,2020-06-30,15.0,,57.0,,-28.0,,31,1,0.0,0.0
Inyo,2020-07-01,22.0,,52.0,,-34.0,,31,1,0.0,0.0
Inyo,2020-07-02,44.0,,95.0,,-34.0,,31,1,0.0,0.0
Inyo,2020-07-03,33.0,,144.0,,-43.0,,31,1,0.0,0.0
Inyo,2020-07-04,-5.0,,107.0,,-27.0,,33,1,2.0,0.0
Inyo,2020-07-05,36.0,,111.0,,-17.0,,33,1,0.0,0.0
Inyo,2020-07-06,22.0,,55.0,,-28.0,,34,1,1.0,0.0
Inyo,2020-07-07,14.0,,40.0,,-30.0,,34,1,0.0,0.0
Inyo,2020-07-08,12.0,,52.0,,-27.0,,34,1,0.0,0.0
Inyo,2020-07-09,21.0,,54.0,,-26.0,,34,1,0.0,0.0
Inyo,2020-07-10,4.0,,56.0,,-28.0,,34,1,0.0,0.0
Inyo,2020-07-11,10.0,,44.0,,-22.0,,35,1,1.0,0.0
Inyo,2020-07-12,9.0,,64.0,,-17.0,,35,1,0.0,0.0
Inyo,2020-07-13,6.0,,50.0,,-28.0,,37,1,2.0,0.0
Inyo,2020-07-14,7.0,,53.0,,-28.0,,37,1,0.0,0.0
Inyo,2020-07-15,9.0,,,,-29.0,,37,1,0.0,0.0
Inyo,2020-07-16,19.0,,67.0,,-28.0,,37,1,0.0,0.0
Inyo,2020-07-17,7.0,,83.0,,-29.0,,37,1,0.0,0.0
Kern,2020-03-17,-4.0,26.0,-4.0,-2.0,-10.0,6.0,1,0,,
Kern,2020-03-18,-13.0,16.0,-3.0,-4.0,-26.0,9.0,1,0,0.0,0.0
Kern,2020-03-19,-19.0,16.0,-18.0,-11.0,-29.0,11.0,3,0,2.0,0.0
Kern,2020-03-20,-32.0,4.0,-9.0,-19.0,-33.0,14.0,3,0,0.0,0.0
Kern,2020-03-21,-40.0,-5.0,-19.0,-24.0,-21.0,11.0,4,0,1.0,0.0
Kern,2020-03-22,-43.0,-13.0,-2.0,-32.0,-25.0,9.0,4,0,0.0,0.0
Kern,2020-03-23,-31.0,-8.0,-2.0,-27.0,-39.0,15.0,12,0,8.0,0.0
Kern,2020-03-24,-34.0,-10.0,-14.0,-23.0,-42.0,16.0,14,0,2.0,0.0
Kern,2020-03-25,-34.0,-12.0,-29.0,-24.0,-43.0,16.0,23,0,9.0,0.0
Kern,2020-03-26,-35.0,-10.0,-18.0,-26.0,-43.0,16.0,32,0,9.0,0.0
Kern,2020-03-27,-40.0,-13.0,-3.0,-30.0,-39.0,17.0,40,1,8.0,1.0
Kern,2020-03-28,-41.0,-14.0,-23.0,-34.0,-25.0,12.0,46,1,6.0,0.0
Kern,2020-03-29,-43.0,-17.0,-16.0,-37.0,-30.0,11.0,50,1,4.0,0.0
Kern,2020-03-30,-32.0,-12.0,-1.0,-30.0,-41.0,15.0,74,1,24.0,0.0
Kern,2020-03-31,-30.0,-9.0,-8.0,-24.0,-44.0,15.0,98,1,24.0,0.0
Kern,2020-04-01,-26.0,-4.0,-12.0,-24.0,-43.0,15.0,126,1,28.0,0.0
Kern,2020-04-02,-29.0,-2.0,-15.0,-25.0,-44.0,16.0,155,1,29.0,0.0
Kern,2020-04-03,-33.0,-3.0,-4.0,-31.0,-42.0,16.0,194,2,39.0,1.0
Kern,2020-04-04,-38.0,-3.0,-22.0,-33.0,-27.0,12.0,205,2,11.0,0.0
Kern,2020-04-05,-43.0,-13.0,-27.0,-40.0,-32.0,11.0,225,2,20.0,0.0
Kern,2020-04-06,-35.0,-9.0,-33.0,-35.0,-46.0,19.0,246,2,21.0,0.0
Kern,2020-04-07,-36.0,-11.0,-30.0,-31.0,-46.0,18.0,261,2,15.0,0.0
Kern,2020-04-08,-42.0,-17.0,-59.0,-36.0,-49.0,20.0,303,2,42.0,0.0
Kern,2020-04-09,-39.0,-9.0,-46.0,-34.0,-49.0,21.0,330,3,27.0,1.0
Kern,2020-04-10,-38.0,-7.0,-16.0,-35.0,-47.0,20.0,363,3,33.0,0.0
Kern,2020-04-11,-39.0,-2.0,-24.0,-37.0,-29.0,13.0,369,3,6.0,0.0
Kern,2020-04-12,-57.0,-18.0,-19.0,-40.0,-32.0,10.0,396,3,27.0,0.0
Kern,2020-04-13,-35.0,-16.0,-9.0,-31.0,-44.0,15.0,446,3,50.0,0.0
Kern,2020-04-14,-31.0,-11.0,-7.0,-25.0,-44.0,15.0,516,3,70.0,0.0
Kern,2020-04-15,-28.0,-6.0,-7.0,-21.0,-43.0,14.0,553,3,37.0,0.0
Kern,2020-04-16,-37.0,-5.0,-6.0,-23.0,-43.0,15.0,565,3,12.0,0.0
Kern,2020-04-17,-44.0,-13.0,-20.0,-31.0,-40.0,17.0,578,3,13.0,0.0
Kern,2020-04-18,-44.0,-10.0,-30.0,-31.0,-24.0,12.0,610,3,32.0,0.0
Kern,2020-04-19,-44.0,-12.0,3.0,-30.0,-26.0,9.0,623,3,13.0,0.0
Kern,2020-04-20,-38.0,-10.0,-5.0,-25.0,-41.0,14.0,643,3,20.0,0.0
Kern,2020-04-21,-38.0,-9.0,-7.0,-21.0,-43.0,15.0,671,3,28.0,0.0
Kern,2020-04-22,-37.0,-9.0,1.0,-20.0,-43.0,14.0,683,4,12.0,1.0
Kern,2020-04-23,-38.0,-6.0,0.0,-21.0,-43.0,14.0,699,4,16.0,0.0
Kern,2020-04-24,-41.0,-9.0,10.0,-26.0,-40.0,15.0,735,4,36.0,0.0
Kern,2020-04-25,-41.0,-4.0,-2.0,-25.0,-22.0,10.0,755,4,20.0,0.0
Kern,2020-04-26,-40.0,-8.0,10.0,-27.0,-26.0,8.0,809,4,54.0,0.0
Kern,2020-04-27,-32.0,-5.0,8.0,-23.0,-39.0,13.0,828,5,19.0,1.0
Kern,2020-04-28,-33.0,-4.0,9.0,-17.0,-41.0,6.0,847,5,19.0,0.0
Kern,2020-04-29,-31.0,-5.0,-1.0,-18.0,-42.0,13.0,866,6,19.0,1.0
Kern,2020-04-30,-28.0,2.0,6.0,-16.0,-41.0,13.0,893,7,27.0,1.0
Kern,2020-05-01,-32.0,1.0,12.0,-20.0,-38.0,13.0,939,8,46.0,1.0
Kern,2020-05-02,-33.0,5.0,5.0,-19.0,-20.0,8.0,969,8,30.0,0.0
Kern,2020-05-03,-33.0,1.0,21.0,-19.0,-22.0,7.0,1005,8,36.0,0.0
Kern,2020-05-04,-26.0,2.0,17.0,-19.0,-37.0,11.0,1016,8,11.0,0.0
Kern,2020-05-05,-27.0,5.0,13.0,-11.0,-39.0,12.0,1045,11,29.0,3.0
Kern,2020-05-06,-29.0,0.0,11.0,-15.0,-39.0,12.0,1073,11,28.0,0.0
Kern,2020-05-07,-29.0,4.0,9.0,-14.0,-39.0,12.0,1133,13,60.0,2.0
Kern,2020-05-08,-34.0,2.0,18.0,-17.0,-36.0,12.0,1166,15,33.0,2.0
Kern,2020-05-09,-32.0,15.0,5.0,-13.0,-17.0,7.0,1228,15,62.0,0.0
Kern,2020-05-10,-35.0,16.0,15.0,-11.0,-16.0,4.0,1254,15,26.0,0.0
Kern,2020-05-11,-29.0,-2.0,14.0,-15.0,-36.0,11.0,1286,15,32.0,0.0
Kern,2020-05-12,-29.0,0.0,12.0,-14.0,-38.0,12.0,1316,17,30.0,2.0
Kern,2020-05-13,-27.0,0.0,13.0,-13.0,-38.0,11.0,1343,17,27.0,0.0
Kern,2020-05-14,-29.0,2.0,17.0,-14.0,-38.0,11.0,1393,21,50.0,4.0
Kern,2020-05-15,-33.0,-2.0,27.0,-13.0,-36.0,12.0,1428,24,35.0,3.0
Kern,2020-05-16,-34.0,3.0,21.0,-11.0,-17.0,7.0,1473,25,45.0,1.0
Kern,2020-05-17,-33.0,0.0,41.0,-12.0,-18.0,6.0,1515,25,42.0,0.0
Kern,2020-05-18,-26.0,-1.0,4.0,-14.0,-35.0,12.0,1537,25,22.0,0.0
Kern,2020-05-19,-26.0,1.0,20.0,-12.0,-37.0,12.0,1571,25,34.0,0.0
Kern,2020-05-20,-25.0,2.0,24.0,-10.0,-36.0,11.0,1605,25,34.0,0.0
Kern,2020-05-21,-25.0,6.0,22.0,-8.0,-36.0,11.0,1644,25,39.0,0.0
Kern,2020-05-22,-28.0,1.0,34.0,-5.0,-33.0,11.0,1695,27,51.0,2.0
Kern,2020-05-23,-27.0,7.0,31.0,-3.0,-13.0,5.0,1757,29,62.0,2.0
Kern,2020-05-24,-26.0,7.0,73.0,-6.0,-17.0,4.0,1824,29,67.0,0.0
Kern,2020-05-25,-27.0,1.0,54.0,-11.0,-63.0,16.0,1871,29,47.0,0.0
Kern,2020-05-26,-22.0,1.0,11.0,-7.0,-35.0,10.0,1876,29,5.0,0.0
Kern,2020-05-27,-21.0,0.0,7.0,-9.0,-34.0,10.0,1941,36,65.0,7.0
Kern,2020-05-28,-21.0,3.0,9.0,-12.0,-35.0,10.0,2007,37,66.0,1.0
Kern,2020-05-29,-27.0,-1.0,20.0,-12.0,-32.0,10.0,2076,37,69.0,0.0
Kern,2020-05-30,-26.0,3.0,17.0,-7.0,-8.0,5.0,2145,38,69.0,1.0
Kern,2020-05-31,-24.0,2.0,49.0,-4.0,-9.0,4.0,2250,38,105.0,0.0
Kern,2020-06-01,-17.0,5.0,20.0,-10.0,-31.0,8.0,2322,38,72.0,0.0
Kern,2020-06-02,-17.0,6.0,16.0,-10.0,-33.0,9.0,2376,39,54.0,1.0
Kern,2020-06-03,-17.0,6.0,10.0,-12.0,-33.0,9.0,2418,40,42.0,1.0
Kern,2020-06-04,-18.0,7.0,7.0,-10.0,-34.0,9.0,2462,45,44.0,5.0
Kern,2020-06-05,-23.0,1.0,17.0,-12.0,-31.0,9.0,2534,45,72.0,0.0
Kern,2020-06-06,-23.0,7.0,23.0,-9.0,-10.0,4.0,2650,45,116.0,0.0
Kern,2020-06-07,-19.0,5.0,43.0,-3.0,-11.0,3.0,2720,45,70.0,0.0
Kern,2020-06-08,-15.0,4.0,29.0,-8.0,-31.0,8.0,2794,47,74.0,2.0
Kern,2020-06-09,-16.0,3.0,21.0,-6.0,-33.0,8.0,2870,47,76.0,0.0
Kern,2020-06-10,-16.0,3.0,20.0,-8.0,-33.0,9.0,2942,51,72.0,4.0
Kern,2020-06-11,-16.0,4.0,19.0,-6.0,-33.0,9.0,3016,51,74.0,0.0
Kern,2020-06-12,-21.0,-2.0,29.0,-3.0,-31.0,8.0,3130,53,114.0,2.0
Kern,2020-06-13,-21.0,4.0,37.0,-1.0,-7.0,3.0,3195,53,65.0,0.0
Kern,2020-06-14,-17.0,3.0,61.0,4.0,-9.0,2.0,3281,53,86.0,0.0
Kern,2020-06-15,-14.0,1.0,28.0,-4.0,-31.0,8.0,3367,53,86.0,0.0
Kern,2020-06-16,-12.0,2.0,30.0,-1.0,-33.0,8.0,3452,54,85.0,1.0
Kern,2020-06-17,-13.0,1.0,26.0,-6.0,-33.0,8.0,3512,57,60.0,3.0
Kern,2020-06-18,-13.0,3.0,24.0,-5.0,-33.0,8.0,3590,58,78.0,1.0
Kern,2020-06-19,-19.0,0.0,31.0,-2.0,-31.0,7.0,3706,58,116.0,0.0
Kern,2020-06-20,-18.0,9.0,28.0,-1.0,-8.0,3.0,3793,60,87.0,2.0
Kern,2020-06-21,-20.0,6.0,40.0,-1.0,-6.0,1.0,3890,60,97.0,0.0
Kern,2020-06-22,-15.0,-3.0,17.0,-3.0,-34.0,8.0,3965,60,75.0,0.0
Kern,2020-06-23,-13.0,0.0,13.0,-5.0,-36.0,9.0,4049,60,84.0,0.0
Kern,2020-06-24,-13.0,-2.0,8.0,-7.0,-34.0,9.0,4108,63,59.0,3.0
Kern,2020-06-25,-14.0,1.0,12.0,-5.0,-35.0,9.0,4182,64,74.0,1.0
Kern,2020-06-26,-21.0,-3.0,23.0,-5.0,-33.0,9.0,4300,65,118.0,1.0
Kern,2020-06-27,-23.0,-1.0,13.0,-6.0,-12.0,4.0,4340,65,40.0,0.0
Kern,2020-06-28,-19.0,-3.0,45.0,-1.0,-9.0,3.0,4478,67,138.0,2.0
Kern,2020-06-29,-11.0,-1.0,31.0,-5.0,-32.0,8.0,4548,68,70.0,1.0
Kern,2020-06-30,-9.0,1.0,17.0,-2.0,-35.0,8.0,4655,70,107.0,2.0
Kern,2020-07-01,-6.0,7.0,10.0,0.0,-35.0,8.0,4768,76,113.0,6.0
Kern,2020-07-02,-6.0,16.0,20.0,9.0,-37.0,8.0,4939,77,171.0,1.0
Kern,2020-07-03,-13.0,15.0,55.0,2.0,-50.0,12.0,5100,80,161.0,3.0
Kern,2020-07-04,-37.0,12.0,27.0,-15.0,-21.0,6.0,5130,81,30.0,1.0
Kern,2020-07-05,-24.0,-5.0,34.0,7.0,-18.0,5.0,5245,82,115.0,1.0
Kern,2020-07-06,-13.0,2.0,19.0,1.0,-38.0,9.0,5369,82,124.0,0.0
Kern,2020-07-07,-14.0,3.0,18.0,-1.0,-38.0,9.0,5543,84,174.0,2.0
Kern,2020-07-08,-16.0,1.0,14.0,-6.0,-37.0,9.0,5759,87,216.0,3.0
Kern,2020-07-09,-17.0,2.0,10.0,-6.0,-38.0,9.0,5979,89,220.0,2.0
Kern,2020-07-10,-23.0,-2.0,24.0,-9.0,-36.0,9.0,6195,97,216.0,8.0
Kern,2020-07-11,-26.0,0.0,10.0,-9.0,-15.0,5.0,6339,97,144.0,0.0
Kern,2020-07-12,-23.0,-3.0,22.0,-3.0,-16.0,4.0,6502,97,163.0,0.0
Kern,2020-07-13,-17.0,-1.0,12.0,-9.0,-37.0,9.0,6601,98,99.0,1.0
Kern,2020-07-14,-16.0,0.0,8.0,-7.0,-39.0,9.0,6759,98,158.0,0.0
Kern,2020-07-15,-16.0,-1.0,5.0,-7.0,-38.0,9.0,6921,98,162.0,0.0
Kern,2020-07-16,-19.0,1.0,7.0,-7.0,-38.0,9.0,7074,105,153.0,7.0
Kern,2020-07-17,-24.0,-4.0,21.0,-6.0,-36.0,9.0,7233,105,159.0,0.0
Kings,2020-03-27,-36.0,-7.0,18.0,-43.0,-33.0,15.0,1,0,,
Kings,2020-03-28,-36.0,-10.0,-38.0,-48.0,-24.0,11.0,2,0,1.0,0.0
Kings,2020-03-29,-34.0,-14.0,-12.0,-43.0,-27.0,10.0,2,0,0.0,0.0
Kings,2020-03-30,-38.0,-13.0,-5.0,-37.0,-34.0,13.0,3,0,1.0,0.0
Kings,2020-03-31,-22.0,-7.0,1.0,-39.0,-38.0,14.0,4,0,1.0,0.0
Kings,2020-04-01,-22.0,0.0,-23.0,-32.0,-36.0,12.0,5,0,1.0,0.0
Kings,2020-04-02,-24.0,0.0,-12.0,-43.0,-37.0,14.0,5,0,0.0,0.0
Kings,2020-04-03,-30.0,-2.0,-9.0,-40.0,-33.0,14.0,5,0,0.0,0.0
Kings,2020-04-04,-33.0,-1.0,-42.0,-40.0,-23.0,10.0,5,0,0.0,0.0
Kings,2020-04-05,-36.0,-12.0,-52.0,-59.0,-28.0,11.0,5,0,0.0,0.0
Kings,2020-04-06,-38.0,-8.0,-45.0,-39.0,-39.0,16.0,5,0,0.0,0.0
Kings,2020-04-07,-30.0,-9.0,-31.0,-41.0,-39.0,15.0,5,0,0.0,0.0
Kings,2020-04-08,-33.0,-10.0,-48.0,-37.0,-40.0,15.0,8,0,3.0,0.0
Kings,2020-04-09,-30.0,-2.0,-41.0,-47.0,-42.0,18.0,8,0,0.0,0.0
Kings,2020-04-10,-33.0,-4.0,-12.0,-44.0,-40.0,17.0,9,0,1.0,0.0
Kings,2020-04-11,-34.0,3.0,-39.0,-49.0,-27.0,11.0,10,1,1.0,1.0
Kings,2020-04-12,-54.0,-19.0,-15.0,-45.0,-29.0,9.0,10,1,0.0,0.0
Kings,2020-04-13,-37.0,-16.0,-18.0,-31.0,-38.0,13.0,12,1,2.0,0.0
Kings,2020-04-14,-24.0,-8.0,-15.0,-33.0,-37.0,13.0,13,1,1.0,0.0
Kings,2020-04-15,-23.0,-6.0,-17.0,-33.0,-36.0,12.0,13,1,0.0,0.0
Kings,2020-04-16,-31.0,-4.0,-23.0,-38.0,-37.0,14.0,18,1,5.0,0.0
Kings,2020-04-17,-39.0,-10.0,-21.0,-39.0,-33.0,15.0,20,1,2.0,0.0
Kings,2020-04-18,-36.0,-6.0,-39.0,-42.0,-22.0,11.0,30,1,10.0,0.0
Kings,2020-04-19,-34.0,-10.0,-2.0,-39.0,-23.0,9.0,30,1,0.0,0.0
Kings,2020-04-20,-40.0,-11.0,-19.0,-36.0,-35.0,13.0,32,1,2.0,0.0
Kings,2020-04-21,-31.0,-5.0,-23.0,-29.0,-36.0,13.0,32,1,0.0,0.0
Kings,2020-04-22,-32.0,-8.0,-22.0,-31.0,-36.0,13.0,32,1,0.0,0.0
Kings,2020-04-23,-32.0,-5.0,-7.0,-29.0,-37.0,14.0,35,1,3.0,0.0
Kings,2020-04-24,-37.0,-5.0,8.0,-35.0,-35.0,14.0,47,1,12.0,0.0
Kings,2020-04-25,-34.0,-5.0,-35.0,-36.0,-20.0,9.0,52,1,5.0,0.0
Kings,2020-04-26,-33.0,-8.0,-5.0,-26.0,-21.0,8.0,67,1,15.0,0.0
Kings,2020-04-27,-37.0,-6.0,4.0,-24.0,-34.0,12.0,71,1,4.0,0.0
Kings,2020-04-28,-28.0,-6.0,-13.0,-29.0,-35.0,6.0,79,1,8.0,0.0
Kings,2020-04-29,-27.0,-4.0,-29.0,-28.0,-36.0,12.0,96,1,17.0,0.0
Kings,2020-04-30,-23.0,2.0,-8.0,-27.0,-36.0,12.0,123,1,27.0,0.0
Kings,2020-05-01,-29.0,3.0,-3.0,-29.0,-32.0,12.0,146,1,23.0,0.0
Kings,2020-05-02,-25.0,4.0,-23.0,-25.0,-17.0,7.0,158,1,12.0,0.0
Kings,2020-05-03,-24.0,-2.0,3.0,-26.0,-18.0,6.0,172,1,14.0,0.0
Kings,2020-05-04,-32.0,-2.0,0.0,-28.0,-31.0,9.0,198,1,26.0,0.0
Kings,2020-05-05,-24.0,5.0,-11.0,-25.0,-35.0,11.0,211,1,13.0,0.0
Kings,2020-05-06,-25.0,-4.0,-19.0,-24.0,-35.0,11.0,233,1,22.0,0.0
Kings,2020-05-07,-25.0,7.0,-11.0,-30.0,-35.0,11.0,244,1,11.0,0.0
Kings,2020-05-08,-30.0,2.0,4.0,-27.0,-32.0,11.0,265,1,21.0,0.0
Kings,2020-05-09,-23.0,16.0,-35.0,-19.0,-19.0,6.0,275,1,10.0,0.0
Kings,2020-05-10,-26.0,18.0,-13.0,-23.0,-17.0,4.0,287,1,12.0,0.0
Kings,2020-05-11,-33.0,-5.0,0.0,-25.0,-32.0,10.0,319,1,32.0,0.0
Kings,2020-05-12,-25.0,2.0,4.0,-25.0,-34.0,10.0,325,1,6.0,0.0
Kings,2020-05-13,-23.0,-1.0,-11.0,-31.0,-34.0,10.0,348,1,23.0,0.0
Kings,2020-05-14,-23.0,4.0,9.0,-24.0,-34.0,11.0,358,1,10.0,0.0
Kings,2020-05-15,-27.0,-1.0,11.0,-25.0,-31.0,11.0,372,2,14.0,1.0
Kings,2020-05-16,-24.0,1.0,-20.0,-22.0,-15.0,6.0,392,2,20.0,0.0
Kings,2020-05-17,-21.0,-3.0,7.0,-19.0,-20.0,6.0,399,2,7.0,0.0
Kings,2020-05-18,-29.0,-4.0,-19.0,-22.0,-30.0,10.0,412,2,13.0,0.0
Kings,2020-05-19,-20.0,0.0,0.0,-27.0,-32.0,10.0,416,2,4.0,0.0
Kings,2020-05-20,-18.0,2.0,-5.0,-21.0,-32.0,9.0,457,2,41.0,0.0
Kings,2020-05-21,-17.0,6.0,2.0,-17.0,-33.0,10.0,488,2,31.0,0.0
Kings,2020-05-22,-21.0,2.0,7.0,-20.0,-32.0,10.0,506,2,18.0,0.0
Kings,2020-05-23,-19.0,8.0,-21.0,-9.0,-14.0,4.0,517,2,11.0,0.0
Kings,2020-05-24,-16.0,4.0,10.0,7.0,-21.0,3.0,647,2,130.0,0.0
Kings,2020-05-25,-26.0,-1.0,-13.0,-28.0,-62.0,16.0,688,2,41.0,0.0
Kings,2020-05-26,-16.0,2.0,-10.0,-17.0,-30.0,10.0,698,3,10.0,1.0
Kings,2020-05-27,-16.0,-1.0,-26.0,-20.0,-30.0,9.0,704,3,6.0,0.0
Kings,2020-05-28,-17.0,3.0,-20.0,-23.0,-29.0,10.0,714,3,10.0,0.0
Kings,2020-05-29,-22.0,-1.0,-6.0,-21.0,-24.0,10.0,735,3,21.0,0.0
Kings,2020-05-30,-15.0,4.0,-27.0,-11.0,-7.0,4.0,746,4,11.0,1.0
Kings,2020-05-31,-12.0,-1.0,12.0,5.0,-10.0,4.0,1122,5,376.0,1.0
Kings,2020-06-01,-18.0,0.0,-2.0,-13.0,-25.0,7.0,1137,5,15.0,0.0
Kings,2020-06-02,-10.0,6.0,-3.0,-19.0,-28.0,8.0,1168,6,31.0,1.0
Kings,2020-06-03,-10.0,8.0,-17.0,-17.0,-29.0,7.0,1187,6,19.0,0.0
Kings,2020-06-04,-11.0,10.0,-9.0,-28.0,-29.0,8.0,1452,6,265.0,0.0
Kings,2020-06-05,-17.0,2.0,14.0,-43.0,-26.0,8.0,1483,6,31.0,0.0
Kings,2020-06-06,-14.0,6.0,-22.0,-49.0,-9.0,3.0,1492,6,9.0,0.0
Kings,2020-06-07,-9.0,3.0,9.0,-48.0,-10.0,2.0,1538,6,46.0,0.0
Kings,2020-06-08,-17.0,0.0,2.0,-36.0,-25.0,6.0,1567,6,29.0,0.0
Kings,2020-06-09,-14.0,2.0,-10.0,-42.0,-28.0,8.0,1637,6,70.0,0.0
Kings,2020-06-10,-14.0,2.0,-16.0,-38.0,-28.0,7.0,1688,6,51.0,0.0
Kings,2020-06-11,-15.0,5.0,-11.0,-42.0,-28.0,8.0,1724,6,36.0,0.0
Kings,2020-06-12,-19.0,-2.0,7.0,-43.0,-25.0,8.0,1741,6,17.0,0.0
Kings,2020-06-13,-14.0,1.0,-15.0,-41.0,-8.0,3.0,1759,6,18.0,0.0
Kings,2020-06-14,-9.0,-1.0,7.0,-42.0,-7.0,2.0,1805,6,46.0,0.0
Kings,2020-06-15,-17.0,-3.0,3.0,-32.0,-26.0,6.0,1831,8,26.0,2.0
Kings,2020-06-16,-10.0,3.0,9.0,-34.0,-27.0,7.0,1870,9,39.0,1.0
Kings,2020-06-17,-12.0,0.0,1.0,-30.0,-28.0,7.0,1940,10,70.0,1.0
Kings,2020-06-18,-11.0,4.0,-6.0,-36.0,-30.0,7.0,1976,10,36.0,0.0
