county,date,retailandrec,groceryandpharm,parks,transit,work,residential,confirmed_cases,deaths,new_confirmed_cases,new_deaths
Stanislaus,2020-04-03,-36.0,-5.0,-13.0,-31.0,-40.0,17.0,58,0,7.0,0.0
Stanislaus,2020-04-04,-45.0,-11.0,-37.0,-35.0,-29.0,14.0,65,0,7.0,0.0
Stanislaus,2020-04-05,-53.0,-25.0,-62.0,-41.0,-35.0,13.0,71,0,6.0,0.0
Stanislaus,2020-04-06,-37.0,-13.0,-34.0,-34.0,-41.0,17.0,81,0,10.0,0.0
Stanislaus,2020-04-07,-36.0,-12.0,-19.0,-29.0,-42.0,17.0,90,0,9.0,0.0
Stanislaus,2020-04-08,-36.0,-15.0,-18.0,-30.0,-42.0,17.0,95,0,5.0,0.0
Stanislaus,2020-04-09,-37.0,-13.0,-31.0,-28.0,-43.0,18.0,103,0,8.0,0.0
Stanislaus,2020-04-10,-39.0,-9.0,-13.0,-31.0,-47.0,19.0,116,1,13.0,1.0
Stanislaus,2020-04-11,-42.0,-4.0,-15.0,-27.0,-32.0,13.0,121,2,5.0,1.0
Stanislaus,2020-04-12,-58.0,-17.0,-22.0,-28.0,-35.0,11.0,131,2,10.0,0.0
Stanislaus,2020-04-13,-34.0,-15.0,-3.0,-30.0,-41.0,16.0,146,2,15.0,0.0
Stanislaus,2020-04-14,-32.0,-10.0,-7.0,-26.0,-41.0,16.0,163,4,17.0,2.0
Stanislaus,2020-04-15,-32.0,-5.0,-4.0,-26.0,-41.0,15.0,177,4,14.0,0.0
Stanislaus,2020-04-16,-41.0,-6.0,-12.0,-22.0,-41.0,16.0,187,4,10.0,0.0
Stanislaus,2020-04-17,-46.0,-7.0,-12.0,-28.0,-40.0,17.0,206,4,19.0,0.0
Stanislaus,2020-04-18,-49.0,-6.0,-17.0,-25.0,-25.0,12.0,221,4,15.0,0.0
Stanislaus,2020-04-19,-48.0,-7.0,-5.0,-19.0,-27.0,9.0,226,4,5.0,0.0
Stanislaus,2020-04-20,-41.0,-9.0,-11.0,-22.0,-38.0,15.0,232,4,6.0,0.0
Stanislaus,2020-04-21,-40.0,-5.0,-3.0,-24.0,-40.0,15.0,236,4,4.0,0.0
Stanislaus,2020-04-22,-40.0,-6.0,-5.0,-23.0,-40.0,15.0,251,5,15.0,1.0
Stanislaus,2020-04-23,-41.0,-5.0,-9.0,-19.0,-40.0,16.0,258,5,7.0,0.0
Stanislaus,2020-04-24,-44.0,-5.0,9.0,-23.0,-39.0,16.0,264,5,6.0,0.0
Stanislaus,2020-04-25,-47.0,-3.0,4.0,-16.0,-25.0,11.0,286,5,22.0,0.0
Stanislaus,2020-04-26,-45.0,-4.0,8.0,-16.0,-26.0,9.0,294,5,8.0,0.0
Stanislaus,2020-04-27,-37.0,-5.0,18.0,-19.0,-37.0,14.0,312,7,18.0,2.0
Stanislaus,2020-04-28,-37.0,-2.0,9.0,-16.0,-39.0,7.0,324,10,12.0,3.0
Stanislaus,2020-04-29,-35.0,-3.0,6.0,-22.0,-39.0,14.0,339,11,15.0,1.0
Stanislaus,2020-04-30,-32.0,-1.0,7.0,-21.0,-39.0,14.0,374,13,35.0,2.0
Stanislaus,2020-05-01,-35.0,3.0,15.0,-22.0,-37.0,15.0,380,13,6.0,0.0
Stanislaus,2020-05-02,-38.0,3.0,12.0,-14.0,-20.0,9.0,400,14,20.0,1.0
Stanislaus,2020-05-03,-37.0,3.0,22.0,-10.0,-22.0,7.0,411,14,11.0,0.0
Stanislaus,2020-05-04,-30.0,2.0,28.0,-17.0,-35.0,12.0,428,15,17.0,1.0
Stanislaus,2020-05-05,-31.0,6.0,8.0,-18.0,-36.0,13.0,433,15,5.0,0.0
Stanislaus,2020-05-06,-33.0,1.0,12.0,-18.0,-37.0,13.0,461,17,28.0,2.0
Stanislaus,2020-05-07,-33.0,4.0,10.0,-16.0,-37.0,13.0,476,19,15.0,2.0
Stanislaus,2020-05-08,-36.0,5.0,20.0,-19.0,-35.0,14.0,488,19,12.0,0.0
Stanislaus,2020-05-09,-36.0,18.0,16.0,-12.0,-20.0,7.0,496,20,8.0,1.0
Stanislaus,2020-05-10,-36.0,22.0,15.0,-1.0,-17.0,4.0,501,21,5.0,1.0
Stanislaus,2020-05-11,-32.0,-3.0,23.0,-16.0,-33.0,11.0,508,21,7.0,0.0
Stanislaus,2020-05-12,-32.0,1.0,8.0,-12.0,-34.0,12.0,517,22,9.0,1.0
Stanislaus,2020-05-13,-31.0,-1.0,18.0,-16.0,-34.0,12.0,526,23,9.0,1.0
Stanislaus,2020-05-14,-31.0,0.0,10.0,-12.0,-34.0,12.0,537,23,11.0,0.0
Stanislaus,2020-05-15,-34.0,1.0,32.0,-15.0,-33.0,12.0,544,24,7.0,1.0
Stanislaus,2020-05-16,-37.0,3.0,31.0,-9.0,-16.0,7.0,559,24,15.0,0.0
Stanislaus,2020-05-17,-36.0,-3.0,7.0,-9.0,-18.0,7.0,571,24,12.0,0.0
Stanislaus,2020-05-18,-30.0,-2.0,0.0,-15.0,-32.0,12.0,587,26,16.0,2.0
Stanislaus,2020-05-19,-28.0,2.0,17.0,-12.0,-32.0,11.0,593,26,6.0,0.0
Stanislaus,2020-05-20,-26.0,3.0,32.0,-12.0,-33.0,11.0,598,26,5.0,0.0
Stanislaus,2020-05-21,-25.0,3.0,22.0,-7.0,-33.0,11.0,611,28,13.0,2.0
Stanislaus,2020-05-22,-28.0,5.0,34.0,-10.0,-33.0,11.0,621,28,10.0,0.0
Stanislaus,2020-05-23,-30.0,8.0,32.0,-6.0,-15.0,6.0,629,28,8.0,0.0
Stanislaus,2020-05-24,-28.0,7.0,53.0,0.0,-18.0,4.0,646,28,17.0,0.0
Stanislaus,2020-05-25,-28.0,2.0,53.0,-22.0,-64.0,17.0,659,28,13.0,0.0
Stanislaus,2020-05-26,-25.0,2.0,9.0,-9.0,-31.0,10.0,670,28,11.0,0.0
Stanislaus,2020-05-27,-23.0,2.0,5.0,-11.0,-31.0,10.0,677,28,7.0,0.0
Stanislaus,2020-05-28,-21.0,3.0,7.0,-11.0,-32.0,10.0,683,28,6.0,0.0
Stanislaus,2020-05-29,-25.0,4.0,32.0,-12.0,-29.0,10.0,699,28,16.0,0.0
Stanislaus,2020-05-30,-27.0,4.0,24.0,-5.0,-7.0,5.0,718,28,19.0,0.0
Stanislaus,2020-05-31,-23.0,3.0,38.0,1.0,-11.0,4.0,744,29,26.0,1.0
Stanislaus,2020-06-01,-18.0,5.0,34.0,-6.0,-28.0,8.0,750,29,6.0,0.0
Stanislaus,2020-06-02,-19.0,6.0,19.0,-6.0,-30.0,9.0,767,30,17.0,1.0
Stanislaus,2020-06-03,-19.0,5.0,7.0,-13.0,-31.0,9.0,792,30,25.0,0.0
Stanislaus,2020-06-04,-19.0,4.0,9.0,-9.0,-31.0,9.0,816,31,24.0,1.0
Stanislaus,2020-06-05,-21.0,5.0,27.0,-11.0,-30.0,9.0,840,31,24.0,0.0
Stanislaus,2020-06-06,-22.0,5.0,40.0,-6.0,-11.0,4.0,865,33,25.0,2.0
Stanislaus,2020-06-07,-17.0,4.0,53.0,1.0,-11.0,3.0,901,33,36.0,0.0
Stanislaus,2020-06-08,-15.0,3.0,38.0,-6.0,-28.0,8.0,937,33,36.0,0.0
Stanislaus,2020-06-09,-15.0,4.0,30.0,-8.0,-29.0,8.0,991,33,54.0,0.0
Stanislaus,2020-06-10,-16.0,1.0,28.0,-10.0,-30.0,9.0,1023,33,32.0,0.0
Stanislaus,2020-06-11,-15.0,0.0,24.0,-6.0,-30.0,9.0,1072,33,49.0,0.0
Stanislaus,2020-06-12,-19.0,1.0,27.0,-8.0,-29.0,9.0,1090,34,18.0,1.0
Stanislaus,2020-06-13,-20.0,3.0,43.0,6.0,-7.0,4.0,1110,34,20.0,0.0
Stanislaus,2020-06-14,-15.0,3.0,61.0,13.0,-10.0,2.0,1212,34,102.0,0.0
Stanislaus,2020-06-15,-14.0,1.0,37.0,-5.0,-29.0,8.0,1242,35,30.0,1.0
Stanislaus,2020-06-16,-12.0,2.0,35.0,-5.0,-30.0,8.0,1267,35,25.0,0.0
Stanislaus,2020-06-17,-12.0,1.0,35.0,-4.0,-31.0,8.0,1322,35,55.0,0.0
Stanislaus,2020-06-18,-12.0,3.0,28.0,-4.0,-31.0,8.0,1404,35,82.0,0.0
Stanislaus,2020-06-19,-17.0,2.0,45.0,-9.0,-31.0,7.0,1473,35,69.0,0.0
Stanislaus,2020-06-20,-20.0,9.0,48.0,-2.0,-10.0,2.0,1514,35,41.0,0.0
Stanislaus,2020-06-21,-18.0,8.0,50.0,4.0,-11.0,1.0,1599,35,85.0,0.0
Stanislaus,2020-06-22,-16.0,-4.0,35.0,-9.0,-32.0,8.0,1639,37,40.0,2.0
Stanislaus,2020-06-23,-14.0,-2.0,26.0,-6.0,-33.0,8.0,1714,37,75.0,0.0
Stanislaus,2020-06-24,-14.0,-1.0,21.0,-8.0,-32.0,8.0,1789,38,75.0,1.0
Stanislaus,2020-06-25,-15.0,-1.0,22.0,-7.0,-33.0,9.0,1871,38,82.0,0.0
Stanislaus,2020-06-26,-21.0,-4.0,33.0,-10.0,-32.0,9.0,1940,38,69.0,0.0
Stanislaus,2020-06-27,-24.0,-2.0,38.0,-3.0,-12.0,4.0,2000,41,60.0,3.0
Stanislaus,2020-06-28,-18.0,-2.0,56.0,7.0,-10.0,2.0,2115,41,115.0,0.0
Stanislaus,2020-06-29,-12.0,-2.0,46.0,-2.0,-30.0,7.0,2165,42,50.0,1.0
Stanislaus,2020-06-30,-10.0,-1.0,23.0,-4.0,-32.0,8.0,2255,44,90.0,2.0
Stanislaus,2020-07-01,-8.0,4.0,33.0,-2.0,-33.0,8.0,2310,44,55.0,0.0
Stanislaus,2020-07-02,-7.0,10.0,36.0,7.0,-35.0,8.0,2391,44,81.0,0.0
Stanislaus,2020-07-03,-11.0,19.0,69.0,-6.0,-54.0,13.0,2531,44,140.0,0.0
Stanislaus,2020-07-04,-39.0,10.0,52.0,-9.0,-26.0,6.0,2581,44,50.0,0.0
Stanislaus,2020-07-05,-26.0,-10.0,49.0,5.0,-20.0,4.0,2660,45,79.0,1.0
Stanislaus,2020-07-06,-13.0,0.0,41.0,-4.0,-35.0,9.0,2760,45,100.0,0.0
Stanislaus,2020-07-07,-15.0,-1.0,37.0,-1.0,-35.0,9.0,2889,45,129.0,0.0
Stanislaus,2020-07-08,-17.0,-1.0,30.0,-6.0,-34.0,9.0,3004,50,115.0,5.0
Stanislaus,2020-07-09,-16.0,-1.0,28.0,-8.0,-34.0,9.0,4364,50,1360.0,0.0
Stanislaus,2020-07-10,-22.0,-2.0,40.0,-10.0,-33.0,10.0,4633,51,269.0,1.0
Stanislaus,2020-07-11,-26.0,-1.0,45.0,-7.0,-12.0,5.0,4732,51,99.0,0.0
Stanislaus,2020-07-12,-22.0,-4.0,53.0,-2.0,-16.0,4.0,4973,51,241.0,0.0
Stanislaus,2020-07-13,-15.0,-1.0,35.0,-10.0,-33.0,8.0,5178,51,205.0,0.0
Stanislaus,2020-07-14,-17.0,-2.0,33.0,-9.0,-36.0,9.0,5356,57,178.0,6.0
Stanislaus,2020-07-15,-18.0,-2.0,30.0,-10.0,-34.0,9.0,5517,61,161.0,4.0
Stanislaus,2020-07-16,-18.0,-2.0,28.0,-8.0,-35.0,9.0,5777,61,260.0,0.0
Stanislaus,2020-07-17,-23.0,-3.0,47.0,-7.0,-35.0,10.0,6077,63,300.0,2.0
Sutter,2020-03-25,-36.0,-12.0,,-26.0,-41.0,15.0,2,0,,
Sutter,2020-03-26,-37.0,-13.0,,,-43.0,15.0,2,0,0.0,0.0
Sutter,2020-03-27,-42.0,-14.0,,-33.0,-43.0,16.0,2,0,0.0,0.0
Sutter,2020-03-28,-45.0,-17.0,-28.0,-43.0,-33.0,13.0,6,0,4.0,0.0
Sutter,2020-03-29,-41.0,-18.0,,,-34.0,,6,0,0.0,0.0
Sutter,2020-03-30,-34.0,-16.0,,-28.0,-42.0,14.0,9,0,3.0,0.0
Sutter,2020-03-31,-34.0,-10.0,,,-45.0,14.0,10,0,1.0,0.0
Sutter,2020-04-01,-28.0,-8.0,,,-44.0,14.0,14,1,4.0,1.0
Sutter,2020-04-02,-32.0,-6.0,,-31.0,-47.0,15.0,14,1,0.0,0.0
Sutter,2020-04-03,-33.0,-2.0,,-21.0,-44.0,15.0,16,1,2.0,0.0
Sutter,2020-04-04,-45.0,-13.0,-47.0,-50.0,-37.0,15.0,16,1,0.0,0.0
Sutter,2020-04-05,-47.0,-21.0,,,-43.0,,16,2,0.0,1.0
Sutter,2020-04-06,-31.0,-5.0,,,-44.0,15.0,17,2,1.0,0.0
Sutter,2020-04-07,-36.0,-11.0,,,-45.0,15.0,19,2,2.0,0.0
Sutter,2020-04-08,-36.0,-10.0,,,-44.0,16.0,20,2,1.0,0.0
Sutter,2020-04-09,-36.0,-5.0,,-26.0,-46.0,16.0,22,2,2.0,0.0
Sutter,2020-04-10,-37.0,-9.0,,-21.0,-45.0,16.0,22,2,0.0,0.0
Sutter,2020-04-11,-37.0,-4.0,-19.0,-20.0,-37.0,12.0,22,2,0.0,0.0
Sutter,2020-04-12,-54.0,-33.0,,,-39.0,,22,2,0.0,0.0
Sutter,2020-04-13,-30.0,-14.0,,-22.0,-41.0,13.0,23,2,1.0,0.0
Sutter,2020-04-14,-28.0,-8.0,,-5.0,-43.0,13.0,24,2,1.0,0.0
Sutter,2020-04-15,-20.0,-5.0,,-13.0,-41.0,13.0,24,2,0.0,0.0
Sutter,2020-04-16,-28.0,-7.0,,-21.0,-42.0,14.0,24,2,0.0,0.0
Sutter,2020-04-17,-33.0,-8.0,,-5.0,-41.0,15.0,25,2,1.0,0.0
Sutter,2020-04-18,-31.0,-7.0,-10.0,2.0,-27.0,10.0,25,2,0.0,0.0
Sutter,2020-04-19,-29.0,-11.0,,,-30.0,,26,2,1.0,0.0
Sutter,2020-04-20,-30.0,-9.0,,-21.0,-40.0,13.0,26,2,0.0,0.0
Sutter,2020-04-21,-29.0,-5.0,,-8.0,-40.0,12.0,26,2,0.0,0.0
Sutter,2020-04-22,-29.0,-8.0,,-19.0,-40.0,13.0,26,2,0.0,0.0
Sutter,2020-04-23,-30.0,-4.0,,-7.0,-41.0,13.0,28,2,2.0,0.0
Sutter,2020-04-24,-32.0,-7.0,,-7.0,-42.0,14.0,28,2,0.0,0.0
Sutter,2020-04-25,-32.0,-6.0,,-16.0,-28.0,9.0,29,2,1.0,0.0
Sutter,2020-04-26,-26.0,-11.0,,,-30.0,,29,2,0.0,0.0
Sutter,2020-04-27,-23.0,-6.0,,-20.0,-38.0,12.0,29,2,0.0,0.0
Sutter,2020-04-28,-24.0,-2.0,,-3.0,-39.0,4.0,29,2,0.0,0.0
Sutter,2020-04-29,-21.0,-5.0,,-14.0,-39.0,12.0,30,2,1.0,0.0
Sutter,2020-04-30,-17.0,-2.0,,-15.0,-40.0,12.0,30,2,0.0,0.0
Sutter,2020-05-01,-22.0,2.0,,-1.0,-38.0,11.0,31,2,1.0,0.0
Sutter,2020-05-02,-22.0,0.0,,-15.0,-25.0,7.0,31,2,0.0,0.0
Sutter,2020-05-03,-17.0,-1.0,,,-26.0,,31,2,0.0,0.0
Sutter,2020-05-04,-11.0,2.0,,-2.0,-35.0,9.0,31,2,0.0,0.0
Sutter,2020-05-05,-12.0,8.0,,-2.0,-34.0,9.0,31,2,0.0,0.0
Sutter,2020-05-06,-11.0,-1.0,,-3.0,-35.0,10.0,31,2,0.0,0.0
Sutter,2020-05-07,-13.0,4.0,,3.0,-36.0,10.0,31,2,0.0,0.0
Sutter,2020-05-08,-16.0,7.0,,-4.0,-35.0,10.0,32,2,1.0,0.0
Sutter,2020-05-09,-11.0,18.0,,,-21.0,5.0,33,2,1.0,0.0
Sutter,2020-05-10,-10.0,17.0,,,-21.0,3.0,33,2,0.0,0.0
Sutter,2020-05-11,-16.0,-2.0,,-18.0,-35.0,10.0,34,2,1.0,0.0
Sutter,2020-05-12,-14.0,2.0,,-10.0,-34.0,11.0,35,2,1.0,0.0
Sutter,2020-05-13,-13.0,-2.0,,-23.0,-36.0,11.0,36,2,1.0,0.0
Sutter,2020-05-14,-12.0,0.0,,-26.0,-36.0,10.0,37,2,1.0,0.0
Sutter,2020-05-15,-16.0,2.0,,1.0,-34.0,9.0,37,2,0.0,0.0
Sutter,2020-05-16,-13.0,4.0,,,-20.0,6.0,38,2,1.0,0.0
Sutter,2020-05-17,-9.0,-1.0,,,-21.0,7.0,38,2,0.0,0.0
Sutter,2020-05-18,-8.0,0.0,,-13.0,-34.0,12.0,40,2,2.0,0.0
Sutter,2020-05-19,-8.0,4.0,,-2.0,-33.0,9.0,40,2,0.0,0.0
Sutter,2020-05-20,-6.0,3.0,,5.0,-32.0,9.0,40,2,0.0,0.0
Sutter,2020-05-21,-8.0,4.0,,-13.0,-34.0,8.0,40,2,0.0,0.0
Sutter,2020-05-22,-12.0,5.0,,-7.0,-34.0,8.0,40,2,0.0,0.0
Sutter,2020-05-23,-11.0,5.0,,,-19.0,4.0,40,2,0.0,0.0
Sutter,2020-05-24,-8.0,3.0,,,-21.0,3.0,40,2,0.0,0.0
Sutter,2020-05-25,-13.0,-3.0,,-26.0,-65.0,15.0,42,2,2.0,0.0
Sutter,2020-05-26,-10.0,5.0,,-4.0,-32.0,8.0,42,2,0.0,0.0
Sutter,2020-05-27,-5.0,4.0,,-7.0,-31.0,8.0,42,2,0.0,0.0
Sutter,2020-05-28,-3.0,6.0,,-8.0,-32.0,8.0,42,2,0.0,0.0
Sutter,2020-05-29,-12.0,3.0,,3.0,-30.0,8.0,42,2,0.0,0.0
Sutter,2020-05-30,-8.0,4.0,,,-12.0,5.0,43,2,1.0,0.0
Sutter,2020-05-31,-5.0,2.0,,,-11.0,3.0,46,2,3.0,0.0
Sutter,2020-06-01,1.0,8.0,,-8.0,-30.0,6.0,46,2,0.0,0.0
Sutter,2020-06-02,-1.0,7.0,,,-29.0,6.0,46,2,0.0,0.0
Sutter,2020-06-03,2.0,7.0,,0.0,-30.0,6.0,48,2,2.0,0.0
Sutter,2020-06-04,1.0,9.0,,-10.0,-32.0,7.0,51,2,3.0,0.0
Sutter,2020-06-05,-6.0,7.0,,3.0,-30.0,7.0,52,2,1.0,0.0
Sutter,2020-06-06,-8.0,9.0,,,-12.0,3.0,55,2,3.0,0.0
Sutter,2020-06-07,-2.0,4.0,,,-14.0,2.0,58,2,3.0,0.0
Sutter,2020-06-08,-1.0,6.0,,-6.0,-28.0,6.0,65,2,7.0,0.0
Sutter,2020-06-09,-5.0,2.0,,-11.0,-30.0,6.0,66,2,1.0,0.0
Sutter,2020-06-10,-2.0,2.0,,-7.0,-30.0,6.0,67,2,1.0,0.0
Sutter,2020-06-11,-4.0,1.0,,-5.0,-31.0,7.0,69,2,2.0,0.0
Sutter,2020-06-12,-12.0,1.0,,-2.0,-29.0,6.0,78,2,9.0,0.0
Sutter,2020-06-13,-8.0,5.0,,,-9.0,2.0,83,2,5.0,0.0
Sutter,2020-06-14,-5.0,-1.0,,,-13.0,1.0,86,2,3.0,0.0
Sutter,2020-06-15,-6.0,0.0,,-3.0,-29.0,5.0,88,3,2.0,1.0
Sutter,2020-06-16,-2.0,1.0,,,-29.0,5.0,89,3,1.0,0.0
Sutter,2020-06-17,-1.0,1.0,,4.0,-30.0,6.0,92,3,3.0,0.0
Sutter,2020-06-18,-3.0,4.0,,2.0,-32.0,6.0,97,3,5.0,0.0
Sutter,2020-06-19,-9.0,3.0,,0.0,-32.0,6.0,99,3,2.0,0.0
Sutter,2020-06-20,-8.0,9.0,,,-13.0,2.0,101,3,2.0,0.0
Sutter,2020-06-21,-8.0,3.0,,,-11.0,0.0,112,3,11.0,0.0
Sutter,2020-06-22,-7.0,-3.0,,-1.0,-33.0,6.0,118,3,6.0,0.0
Sutter,2020-06-23,-7.0,-1.0,,-17.0,-33.0,6.0,125,3,7.0,0.0
Sutter,2020-06-24,-5.0,-2.0,,-15.0,-29.0,6.0,127,3,2.0,0.0
Sutter,2020-06-25,-6.0,-4.0,,-3.0,-32.0,7.0,140,3,13.0,0.0
Sutter,2020-06-26,-14.0,-2.0,,-4.0,-31.0,6.0,147,3,7.0,0.0
Sutter,2020-06-27,-11.0,1.0,,,-17.0,2.0,152,3,5.0,0.0
Sutter,2020-06-28,-4.0,-3.0,,,-14.0,1.0,160,3,8.0,0.0
Sutter,2020-06-29,-4.0,0.0,,0.0,-30.0,5.0,176,3,16.0,0.0
Sutter,2020-06-30,-3.0,2.0,,,-30.0,5.0,190,3,14.0,0.0
Sutter,2020-07-01,1.0,4.0,,-5.0,-30.0,5.0,197,3,7.0,0.0
Sutter,2020-07-02,5.0,10.0,,3.0,-35.0,5.0,206,3,9.0,0.0
Sutter,2020-07-03,-1.0,17.0,,-1.0,-52.0,10.0,228,3,22.0,0.0
Sutter,2020-07-04,-32.0,5.0,,,-30.0,3.0,243,3,15.0,0.0
Sutter,2020-07-05,-13.0,-9.0,,,-18.0,2.0,252,3,9.0,0.0
Sutter,2020-07-06,-2.0,4.0,,-4.0,-34.0,6.0,275,3,23.0,0.0
Sutter,2020-07-07,-6.0,1.0,,,-33.0,5.0,302,4,27.0,1.0
Sutter,2020-07-08,-5.0,-1.0,,-10.0,-32.0,7.0,323,4,21.0,0.0
Sutter,2020-07-09,-9.0,0.0,,-13.0,-33.0,7.0,337,4,14.0,0.0
Sutter,2020-07-10,-15.0,0.0,,-12.0,-31.0,6.0,372,4,35.0,0.0
Sutter,2020-07-11,-17.0,-2.0,,,-13.0,3.0,388,4,16.0,0.0
Sutter,2020-07-12,-14.0,-3.0,,,-16.0,2.0,403,4,15.0,0.0
Sutter,2020-07-13,-11.0,2.0,,9.0,-32.0,6.0,421,4,18.0,0.0
Sutter,2020-07-14,-12.0,0.0,,-6.0,-33.0,6.0,441,4,20.0,0.0
Sutter,2020-07-15,-13.0,-1.0,,-12.0,-33.0,7.0,454,4,13.0,0.0
Sutter,2020-07-16,-14.0,-4.0,,-17.0,-36.0,7.0,471,4,17.0,0.0
Sutter,2020-07-17,-21.0,-3.0,,2.0,-34.0,7.0,491,4,20.0,0.0
Tehama,2020-04-01,-20.0,8.0,,-4.0,-35.0,11.0,1,0,,
Tehama,2020-04-02,-25.0,1.0,,-7.0,-37.0,11.0,1,0,0.0,0.0
Tehama,2020-04-03,-24.0,5.0,0.0,-14.0,-37.0,13.0,1,0,0.0,0.0
Tehama,2020-04-04,-35.0,-4.0,-60.0,-28.0,-29.0,,1,0,0.0,0.0
Tehama,2020-04-05,-39.0,-5.0,-31.0,-27.0,-31.0,,1,0,0.0,0.0
Tehama,2020-04-06,-26.0,1.0,,-18.0,-34.0,12.0,1,0,0.0,0.0
Tehama,2020-04-07,-25.0,-10.0,,-16.0,-36.0,12.0,1,0,0.0,0.0
Tehama,2020-04-08,-26.0,0.0,,-12.0,-36.0,12.0,1,0,0.0,0.0
Tehama,2020-04-09,-29.0,-3.0,-7.0,-15.0,-38.0,13.0,1,0,0.0,0.0
Tehama,2020-04-10,-29.0,-2.0,-4.0,-20.0,-39.0,14.0,1,0,0.0,0.0
Tehama,2020-04-11,-27.0,11.0,-5.0,-28.0,-24.0,,1,0,0.0,0.0
Tehama,2020-04-12,-32.0,-8.0,,-29.0,-31.0,,1,0,0.0,0.0
Tehama,2020-04-13,-21.0,-6.0,,-19.0,-34.0,11.0,1,0,0.0,0.0
Tehama,2020-04-14,-21.0,-4.0,,-18.0,-36.0,11.0,1,1,0.0,1.0
Tehama,2020-04-15,-20.0,10.0,,-10.0,-36.0,10.0,1,1,0.0,0.0
Tehama,2020-04-16,-32.0,4.0,-3.0,-11.0,-36.0,11.0,1,1,0.0,0.0
Tehama,2020-04-17,-37.0,6.0,-1.0,-17.0,-35.0,13.0,1,1,0.0,0.0
Tehama,2020-04-18,-33.0,10.0,-18.0,-21.0,-17.0,,1,1,0.0,0.0
Tehama,2020-04-19,-32.0,8.0,,-30.0,-26.0,,1,1,0.0,0.0
Tehama,2020-04-20,-30.0,7.0,,-14.0,-33.0,11.0,1,1,0.0,0.0
Tehama,2020-04-21,-34.0,6.0,,-16.0,-32.0,11.0,1,1,0.0,0.0
Tehama,2020-04-22,-34.0,8.0,,-14.0,-35.0,11.0,1,1,0.0,0.0
Tehama,2020-04-23,-33.0,4.0,,-21.0,-35.0,11.0,1,1,0.0,0.0
Tehama,2020-04-24,-36.0,3.0,3.0,-22.0,-33.0,12.0,1,1,0.0,0.0
Tehama,2020-04-25,-37.0,10.0,-13.0,-19.0,-20.0,,1,1,0.0,0.0
Tehama,2020-04-26,-32.0,17.0,,-19.0,-25.0,,1,1,0.0,0.0
Tehama,2020-04-27,-30.0,12.0,,-16.0,-31.0,10.0,1,1,0.0,0.0
Tehama,2020-04-28,-30.0,18.0,,-11.0,-32.0,3.0,1,1,0.0,0.0
Tehama,2020-04-29,-29.0,11.0,,-12.0,-32.0,10.0,1,1,0.0,0.0
Tehama,2020-04-30,-27.0,11.0,,-9.0,-35.0,10.0,1,1,0.0,0.0
Tehama,2020-05-01,-26.0,17.0,10.0,-4.0,-31.0,10.0,1,1,0.0,0.0
Tehama,2020-05-02,-27.0,21.0,-5.0,-19.0,-15.0,,1,1,0.0,0.0
Tehama,2020-05-03,-24.0,16.0,,-6.0,-17.0,,1,1,0.0,0.0
Tehama,2020-05-04,-22.0,22.0,,-2.0,-31.0,9.0,1,1,0.0,0.0
Tehama,2020-05-05,-27.0,22.0,,-11.0,-30.0,9.0,1,1,0.0,0.0
Tehama,2020-05-06,-26.0,21.0,,-6.0,-30.0,9.0,1,1,0.0,0.0
Tehama,2020-05-07,-27.0,14.0,,-7.0,-31.0,8.0,1,1,0.0,0.0
Tehama,2020-05-08,-35.0,16.0,12.0,-10.0,-31.0,10.0,1,1,0.0,0.0
Tehama,2020-05-09,-32.0,41.0,5.0,-18.0,-14.0,,1,1,0.0,0.0
Tehama,2020-05-10,-23.0,40.0,,-6.0,-12.0,,1,1,0.0,0.0
Tehama,2020-05-11,-27.0,8.0,,4.0,-29.0,9.0,1,1,0.0,0.0
Tehama,2020-05-12,-33.0,11.0,,-4.0,-29.0,9.0,1,1,0.0,0.0
Tehama,2020-05-13,-29.0,18.0,,-10.0,-30.0,10.0,1,1,0.0,0.0
Tehama,2020-05-14,-29.0,10.0,,-10.0,-30.0,9.0,1,1,0.0,0.0
Tehama,2020-05-15,-32.0,14.0,17.0,-2.0,-29.0,9.0,2,1,1.0,0.0
Tehama,2020-05-16,-30.0,15.0,-18.0,-11.0,-10.0,5.0,2,1,0.0,0.0
Tehama,2020-05-17,-22.0,14.0,,-2.0,-16.0,,2,1,0.0,0.0
Tehama,2020-05-18,-26.0,4.0,,0.0,-29.0,11.0,2,1,0.0,0.0
Tehama,2020-05-19,-24.0,19.0,,0.0,-27.0,8.0,2,1,0.0,0.0
Tehama,2020-05-20,-24.0,19.0,,2.0,-26.0,8.0,2,1,0.0,0.0
Tehama,2020-05-21,-21.0,15.0,,7.0,-27.0,7.0,2,1,0.0,0.0
Tehama,2020-05-22,-26.0,20.0,3.0,10.0,-30.0,8.0,3,1,1.0,0.0
Tehama,2020-05-23,-26.0,24.0,14.0,-7.0,-12.0,3.0,3,1,0.0,0.0
Tehama,2020-05-24,-16.0,22.0,,6.0,-14.0,,3,1,0.0,0.0
Tehama,2020-05-25,-21.0,13.0,,11.0,-62.0,13.0,3,1,0.0,0.0
Tehama,2020-05-26,-20.0,18.0,,-13.0,-26.0,7.0,4,1,1.0,0.0
Tehama,2020-05-27,-22.0,17.0,,6.0,-24.0,7.0,4,1,0.0,0.0
Tehama,2020-05-28,-23.0,16.0,,1.0,-26.0,7.0,4,1,0.0,0.0
